Licensee Name,DBA,License #,Street Address,City,Zip,Operation,lat,lng
AJS EVANS LLC,SWEET LEAF,403-01564,1011 West 45th Avenue,Denver,80211,Medical,39.77836,-104.999723
ALIVE HERBAL MEDICINE,,403-00633,4573 Pecos Street,Denver,80211,Medical,39.779515,-105.006451
COMPASSIONATE ENTERPRISES LLC,THE CLINIC ON WADSWORTH,403-00482,1127 West 46th Avenue,Denver,80211,Medical,39.780181,-105.001154
GREEN LEAF LLC,,403-00014,"1441 West 46th Avenue, Units 1, 2 & 3",Denver,80211,Medical,39.780182,-105.004762
GREEN LEAF LLC,,403-01361,"1441 West 46th Avenue, Units 20, 21 & 22",Denver,80211,Medical,39.780182,-105.004762
HERBAL ALTERNATIVES LLC,SUNNYSIDE DISPENSARY,403-01613,4755 Lipan Street,Denver,80211,Medical,39.78284,-105.001665
HOLLY MEDICINAL SERVICES LLC,THE CLINIC ALTERNATIVE MEDICINE DBA THE CLINIC,403-00198,1127 West 46th Ave,Denver,80211,Medical,39.780181,-105.001154
JPJR AND ASSOCIATES,,403R-00092,4590 Jason Street,Denver,80211,Retail,39.780035,-104.999363
JPJR AND ASSOCIATES,STASH HOUSE,403-01694,4707 Lipan Street,Denver,80211,Medical,39.782185,-105.001667
LYONS FINEST CONFIDENTIAL CARE LLC,,403-00632,"1441 West 46th Avenue, Unit 6",Denver,80211,Medical,39.780182,-105.004762
URBAN HEALTH & WELLNESS INC,URBAN DISPENSARY,403-00730,4090 North Jason Street,Denver,80211,Medical,39.851317,-104.998907
VITA MEDS LLC,MR NICE GUYS,403-01674,4421 Inca Street,Denver,80211,Medical,39.776825,-104.998209
CO-AGRONOMICS LLC,THE GREEN DEPOT,403-01089,2020 South Broadway,Denver,80210,Medical,39.679713,-104.987593
HOBBY FARMS LLC,A CUT ABOVE,403-00686,1911 South Broadway,Denver,80210,Medical,39.681966,-104.987587
COLORADO HEALING LLC,HEADQUARTERS,403-01340,5227 Monroe Street,Denver,80209,Medical,39.792126,-104.945147
5B1S LLC,1859,403R-00561,3880 Holly Street,Denver,80207,Retail,39.770501,-104.922311
BIOCARE INC,PINK HOUSE PEORIA CROSSING,403-01272,4925 East 38th Avenue,Denver,80207,Medical,39.769231,-104.929707
GREEN KIWI 1 LLC,FLAVORED ESSENTIALS,403-00020,3955 Oneida Street,Denver,80207,Medical,39.771987,-104.907706
HERBAL HEALTH LLC,LOCAL PRODUCT OF COLORADO,403-01018,3930 Holly Street,Denver,80207,Medical,39.771928,-104.922318
JGB VENTURES LLC,DANK LLC,403R-00004,"3835 Elm Street, Unit B & C",Denver,80207,Retail,39.769905,-104.929339
JGB VENTURES LLC,DANK LLC,403-00013,"3835 Elm Street, Units B & C",Denver,80207,Medical,39.769905,-104.929339
MEDICINAL WELLNESS CENTER LLC,,403-01522,5005 E. 39th Avenue,Denver,80207,Medical,39.771398,-104.929293
NATURE MED INC,KIND-MEDS,403-01491,"5105 East 38th Avenue, Unit 104",Denver,80207,Medical,39.769234,-104.928068
PEARL CENTER LLC,PINK HOUSE PEARL,403-00502,"4925 East 38th Avenue, Unit 105",Denver,80207,Medical,39.769231,-104.929707
WALKING RAVEN LLC,,403R-00072,3936 Niagara Street,Denver,80207,Retail,39.772014,-104.910844
CITI-MED LLC,STARBUDS,403R-00027,"4228 York Street, #101",Denver,80205,Retail,39.775627,-104.959413
COLORADOS BEST INC,LACONTES CLONE BAR + DISPENSARY,403-00160,"3887 North Steele Street, Unit 102",Denver,80205,Medical,39.770808,-104.949916
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403R-00248,"3887 Steele Street, Unit 102",Denver,80205,Retail,39.770491,-104.949918
IVITA WELLNESS LLC,IVITA,403-01395,"1660 E. 40th Avenue, Unit A",Denver,80205,Medical,39.772902,-104.967397
KTA LLC,HIGH ST CANNABIS STATION,403-01591,3944 High Street,Denver,80205,Medical,39.772089,-104.964683
MEDICAL CANNABIS COLORADO LLC,CURE COLORADO,403-01091,3930 Blake Street,Denver,80205,Medical,39.772328,-104.970967
MILE HIGH MEDICAL LLC,MMJ AMERICA UPTOWN,403-01398,2042 Arapahoe Street,Denver,80205,Medical,39.752263,-104.989985
TWOG WALNUT LLC,BUDDY BOY,403R-00432,3814 Walnut,Denver,80205,Retail,39.770833,-104.971211
TWOG WALNUT LLC,BUDDY BOY,403-00167,3814 Walnut Street,Denver,80205,Medical,39.770744,-104.971328
WESTERN SLOPE CAREGIVERS LLC,,403-00667,3244 Walnut Street,Denver,80205,Medical,39.765249,-104.978433
3B FEDERAL1 LLC,BUDDY BOY,403-01141,777 Umatilla Street,Denver,80204,Medical,39.728565,-105.012125
ALCC LLC,NEXT HARVEST WELLNESS,403R-00181,750 Canosa Court,Denver,80204,Retail,39.728404,-105.019862
ALCC LLC,NEXT HARVEST WELLNESS,403-00555,750 North Canosa Court,Denver,80204,Medical,39.728158,-105.019861
ALLGREENS,ALLGREENS,403-00002,762 / 764 Kalamath Street,Denver,80204,Medical,39.728185,-105.000194
ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,403R-00032,680 Lipan Street,Denver,80204,Retail,39.726928,-105.001617
ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,403-00626,"680 Lipan Street, Suite 101",Denver,80204,Medical,39.726928,-105.001617
ANNIES TOBACCO EMPORIUM LLC,ANNIE?S DISPENSARY,403-00602,"695 Bryant Street, Unit 500",Denver,80204,Medical,39.727443,-105.018712
BOULDER COUNTY CAREGIVERS LLC,,403-01488,"695 Bryant, Unit 700",Denver,80204,Medical,39.727443,-105.018712
GREEN CROSS COLORADO LLC,,403R-00112,"660 Bryant Street, Unit 102",Denver,80204,Retail,39.726848,-105.018708
GREEN GRASS LLC,GREEN GRASS LLC,403R-00084,670 Bryant Street,Denver,80204,Retail,39.72701,-105.018709
GREEN GRASS LLC,,403-00459,670 North Bryant Street,Denver,80204,Medical,39.915841,-105.018468
GREEN MEDICALS INC,GREEN DOOR WELLNESS CENTER#2,403-01107,"777 Umatilla Street, Suite E",Denver,80204,Medical,39.728565,-105.012125
GREEN MOUNTAIN CARE GROUP LLC,GREEN MOUNTAIN CARE,403-00263,"777 Canosa Court, Unit 101",Denver,80204,Medical,39.728824,-105.019865
GREENWERKZ LLC,,403-00228,830 North Wyandot Street,Denver,80204,Medical,39.73015,-105.01399
HERBAL OPTIONS LLC,GOOD MEDS,403-01118,866 Navajo Street,Denver,80204,Medical,39.730007,-105.004099
HERBAL OPTIONS LLC,GOOD MEDS ENGLEWOOD,403-01116,880 Navajo Street,Denver,80204,Medical,39.730233,-105.0041
KIND PAIN MANAGEMENT INC,KIND PAIN MANAGEMENT,403-01609,1001 Tejon Street,Denver,80204,Medical,39.732656,-105.01132
MILE HIGH THERAPEUTIC NETWORK LLC,,403-00295,900 North Vallejo Street,Denver,80204,Medical,39.731053,-105.012833
MILE HIGH THERAPEUTIC NETWORK LLC,ALTITUDE WEST,403R-00012,900 Vallejo Street,Denver,80204,Retail,39.731256,-105.012841
ROCKY MOUNTAIN FARMACY INC,ROCKY MOUNTAIN FARMACY INC,403R-00011,695 Bryant Street,Denver,80204,Retail,39.727443,-105.018712
ROCKY MOUNTAIN FARMACY INC,THE SHELTER,403-00246,695 Bryant Street Unit 400,Denver,80204,Medical,39.727443,-105.018712
ROCKY MOUNTAIN FARMACY INC,THE RETREAT,403-00244,"695 Bryant Street, Unit 600",Denver,80204,Medical,39.727443,-105.018712
STAYCON LLC,CRAFT,403-01546,"688 Bryant Street, Suites 100-104, 200",Denver,80204,Medical,39.727322,-105.018711
THE GREEN SOLUTION LLC,,403-00179,2600 West Barberry Place,Denver,80204,Medical,39.730301,-105.019612
THE PURPLE DRAGON LLC,THE PURPLE DRAGON,403-00029,1237 Shoshone Street,Denver,80204,Medical,39.736052,-105.010403
TREE LINE PREMIER NEDERLAND LLC,TREE LINE PREMIER,403-01427,688 Bryant Street,Denver,80204,Medical,39.727322,-105.018711
WALKING RAVEN II LLC,WALKING RAVEN II,403R-00073,"875 Navajo Street, Parcel B",Denver,80204,Retail,39.730136,-105.004099
WESTERN REMEDIES LLC,,403R-00005,"777 Canosa Court, Suite 102",Denver,80204,Retail,39.728824,-105.019865
WESTERN REMEDIES LLC,,403-00270,"777 Canosa Court, Units 102/104",Denver,80204,Medical,39.728824,-105.019865
TETRAHYDROCENTER LLC,TETRAHYDRO CENTER LLC,403R-00075,221 North Wyandot Street,Denver,80203,Retail,39.720441,-105.014207
TETRAHYDROCENTER LLC,,403-00662,221 Wyandot Street,Denver,80203,Medical,39.720441,-105.014207
SMMS LLC,,403R-00566,6995 Imboden Road,Watkins,80137,Retail,39.820945,-104.583377
AMERICAN WHOLESALE LLC,PALMER LAKE WELLNESS CENTER,403-00666,855 Highway 105,Palmer Lake,80133,Medical,39.099236,-104.877778
PREMIER ORGANICS LLC,,403R-00513,850 A&B Commerical Lane,Palmer Lake,80133,Retail,39.115411,-104.907685
I & S LLC,SILVER STEM FINE CANNABIS,403-00679,1086 West Littleton Boulevard,Littleton,80122,Medical,39.613177,-105.000244
MOTHER NATURES MIRACLE LLC,,403-00240,315 West Littleton Boulevard,Littleton,80120,Medical,39.613283,-104.991627
NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS,NATURES KISS,403-00643,4332 South Broadway,Englewood,80113,Medical,39.637872,-104.987742
BUDDIES WELLNESS LLC,LA BODEGA,403-01470,"4695 South Windermere, Units A & B",Englewood,80110,Medical,39.6467,-105.007278
MEDICAL MJ SUPPLY LLC,BESTCOLORADOMEDS.ORG,403R-00203,4800 Lamar Street,Wheat Ridge,80033,Retail,39.784318,-105.067425
MEDICAL MJ SUPPLY LLC,Medical MJ Supply,403-00578,4800 Lamar Street Unit B 1st Floor,Wheat Ridge,80033,Medical,39.784318,-105.067425
MEDICAL MJ SUPPLY LLC,BESTCOLORADOMEDS.ORG,403R-00202,4845 Van Gordon S,Wheat Ridge,80033,Retail,39.77425,-105.100584
MEDICAL MJ SUPPLY LLC,,403-01337,4845 Van Gordon Street,Wheat Ridge,80033,Medical,39.784544,-105.135549
HERBAL WELLNESS LLC,HERBAL WELLNESS LLC,403-01050,"1224 Commerce Court, Unit 7,",Lafayette,80026,Medical,39.980155,-105.072281
HERBAL WELLNESS LLC,,403R-00282,"1224 Commerce Court, Units 4 & 5",Lafayette,80026,Retail,39.980155,-105.072281
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403R-00294,"1700 South 120th Street, #B1",Lafayette,80026,Retail,39.982694,-105.071815
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403-01647,"1700 South 120th Street, Unit B1, B2, B3A",Lafayette,80026,Medical,39.982694,-105.071815
RINO SUPPLY CO INC,,403-01200,10452 Isabelle Road,Lafayette,80026,Medical,40.036634,-105.11115
SKINNY PINEAPPLE INC,THE FARM,403R-00275,"1265 Rock Creek Circle, Suite A",Lafayette,80026,Retail,39.973174,-105.07332
SKINNY PINEAPPLE INC,THE FARM,403R-00276,"1265 Rock Creek Circle, Suite B",Lafayette,80026,Retail,39.973174,-105.07332
BEDDOR CLAUDE LLC,CHRONIC THERAPY,403R-00593,"482 Laredo Street, Unit P-T",Aurora,80011,Retail,39.723389,-104.800534
CANNABIS MAXIMUS LLC,CANNABIS MAXIMUS,403R-00588,"472 Laredo Street, Unit L",Aurora,80011,Retail,39.72345,-104.800531
DEBEST CONSULTING LLC,TREE HOUSE,403R-00349,"482 Laredo Street, Unit A-M and O",Aurora,80011,Retail,39.723389,-104.800534
IBANNABI INC,IBANNABI INC,403R-00472,"472 Laredo Street, A-J & P-S",Aurora,80011,Retail,39.72345,-104.800531
JOSEPH ARTHUR BOTANICALS LLC,,403R-00358,"714 N. Ventura Street, Bldg1 Ste B&C, Bldg 2 Ste B&C",Aurora,80011,Retail,39.727318,-104.778873
PEAK 5280 LLC,,403R-00477,13800 East Moncrieff Place,Aurora,80011,Retail,39.766107,-104.826192
REVERED INC,,403R-00480,3590 Revere Street,Aurora,80011,Retail,39.766175,-104.842447
SAN TOURE LLC,,403R-00389,"765 N Telluride St, Unit B15",Aurora,80011,Retail,39.727619,-104.781842
PI STRATEGIES INC,,403R-00350,"11900 E 33rd Avenue, Suite 2",Aurora,80010,Retail,39.763858,-104.849459
