Licensee Name,DBA,License #,Street Address,City,Zip,Operation,location
GMC LLC,GREEN MAN CANNABIS,403-00361,2191 South Platte River Drive,Denver,80223,Medical,2191 South Platte River Drive Denver CO 80223
HERBAL WELLNESS,SWEET LEAF,403-01567,136 Yuma Street,Denver,80223,Medical,136 Yuma Street Denver CO 80223
HERBAL WELLNESS,,403-00265,1475 South Acoma Street,Denver,80223,Medical,1475 South Acoma Street Denver CO 80223
HIGH COUNTRY SUPPLY LLC,,403R-00097,2335 S Platte River Drive,Denver,80223,Retail,2335 S Platte River Drive Denver CO 80223
HIGH COUNTRY SUPPLY LLC,EVERGREEN APOTHECARY LLC,403-00634,2335 South Platte River Drive,Denver,80223,Medical,2335 South Platte River Drive Denver CO 80223
I & S LLC,CANNAMART,403-01570,"1110 West Virginia Avenue, Unit 4",Denver,80223,Medical,"1110 West Virginia Avenue, Unit 4 Denver CO 80223"
JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,403-01486,1075 South Jason Street,Denver,80223,Medical,1075 South Jason Street Denver CO 80223
KARMACEUTICALS LLC,KARMACEUTICALS,403-01041,1355 South Inca Street,Denver,80223,Medical,1355 South Inca Street Denver CO 80223
KARMACEUTICALS LLC,KARMACEUTICALS,403-01040,4 South Santa Fe Drive,Denver,80223,Medical,4 South Santa Fe Drive Denver CO 80223
KAYAK CORP,AMSTERDAM CAFE,403R-00094,"1325 South Inca Street, Suite A",Denver,80223,Retail,"1325 South Inca Street, Suite A Denver CO 80223"
KAYAK CORP,AMSTERDAM CAFE,403-00088,"1325 South Inca Street, Unit A",Denver,80223,Medical,"1325 South Inca Street, Unit A Denver CO 80223"
KPST LLC,5 BUDS,403R-00404,130 Lipan Street,Denver,80223,Retail,130 Lipan Street Denver CO 80223
L'EAGLE SERVICES LLC,L'EAGLE,403R-00267,380 Quivas Street,Denver,80223,Retail,380 Quivas Street Denver CO 80223
LOTUS MEDICAL II LLC,,403R-00575,2257 South Kalamath Street,Denver,80223,Retail,2257 South Kalamath Street Denver CO 80223
MAGNA MARKETING INC,HERBS 4 YOU,403R-00095,"1325 South Inca Street, Suite B",Denver,80223,Retail,"1325 South Inca Street, Suite B Denver CO 80223"
MAGNA MARKETING INC,HERBS 4 YOU,403-00087,"1325 South Inca Street, Unit B",Denver,80223,Medical,"1325 South Inca Street, Unit B Denver CO 80223"
MILE HIGH DISPENSARY LLC,,403-01619,"2252 South Kalamath Street, Unit C",Denver,80223,Medical,"2252 South Kalamath Street, Unit C Denver CO 80223"
MILE HIGH DISPENSARY LLC,,403-01354,54 Lipan Street,Denver,80223,Medical,54 Lipan Street Denver CO 80223
MILE HIGH GREEN CROSS LLC,,403-00881,"1015 West Evans Avenue, Units A & B",Denver,80223,Medical,"1015 West Evans Avenue, Units A & B Denver CO 80223"
MILE HIGH WELLNESS II LLC,MILE HIGH WELLNESS GREEN STREET,403-01592,2291 South Kalamath Street,Denver,80223,Medical,2291 South Kalamath Street Denver CO 80223
MMJ CHEROKEE LLC,MMJ AMERICA CHEROKEE,403-01687,1155 South Cherokee Street,Denver,80223,Medical,1155 South Cherokee Street Denver CO 80223
MMST LLC,WELLSPRING COLLECTIVE,403R-00039,"1285 West Byers Place, Unit B (aka 1275 W. Byers Place)",Denver,80223,Retail,"1285 West Byers Place, Unit B (aka 1275 W. Byers Place) Denver CO 80223"
MMST LLC,WS THE RUBY,403-01498,1301 South Cherokee Street,Denver,80223,Medical,1301 South Cherokee Street Denver CO 80223
MOUNTAIN HIGH SUCKERS LLC,MOUNTAIN HIGH SUCKERS,403R-00228,400 South Lipan Street,Denver,80223,Retail,400 South Lipan Street Denver CO 80223
MOUNTAIN HIGH SUCKERS LLC,MOUNTAIN HIGH SUCKERS,403-00363,"400 South Lipan Street, Unit 11",Denver,80223,Medical,"400 South Lipan Street, Unit 11 Denver CO 80223"
NEW AMSTERDAM ORGANICS LTD,NEW AMSTERDAM ORGANICS,403-01604,150 Rio Grande Boulevard,Denver,80223,Medical,150 Rio Grande Boulevard Denver CO 80223
O LIMITED,Silver Stem Fine Cannabis,403R-00288,1110 West Virginia Avenue,Denver,80223,Retail,1110 West Virginia Avenue Denver CO 80223
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403-01159,1191 South Bannock Street,Denver,80223,Medical,1191 South Bannock Street Denver CO 80223
ORGANIX LLC,,403-01321,1001 West Center Avenue,Denver,80223,Medical,1001 West Center Avenue Denver CO 80223
PATIENTS CHOICE OF COLORADO LLC,,403-01343,1201 West Custer Place,Denver,80223,Medical,1201 West Custer Place Denver CO 80223
PINEAPPLE EXCHANGE LLC,PINEAPPLE EXCHANGE,403-01630,"2218 South Kalamath Street, Unit A",Denver,80223,Medical,"2218 South Kalamath Street, Unit A Denver CO 80223"
ROCKY MOUNTAIN ORGANIC MEDICINE INC,,403-00375,2345 South Delaware Street,Denver,80223,Medical,2345 South Delaware Street Denver CO 80223
SMOKED COLORADO INC,,403-01620,1990 South Cherokee Street,Denver,80223,Medical,1990 South Cherokee Street Denver CO 80223
SOLACE MEDS LLC,,403-01532,"1015 West Evans Avenue, Unit C",Denver,80223,Medical,"1015 West Evans Avenue, Unit C Denver CO 80223"
STONE T.M.C. LLC,THE STONE DISPENSARY,403R-00589,1828 South Bannock Street,Denver,80223,Retail,1828 South Bannock Street Denver CO 80223
SUMMIT WELLNESS LLC,DEN-REC DENVER RECREATIONAL DISPENSARY,403R-00174,2211 South Jason Street,Denver,80223,Retail,2211 South Jason Street Denver CO 80223
SWEET LEAF LLC,SWEET LEAF,403R-00207,"110 Yuma Street, #4",Denver,80223,Retail,"110 Yuma Street, #4 Denver CO 80223"
SWEET LEAF LLC,,403-00352,"110 Yuma Street, Unit 3",Denver,80223,Medical,"110 Yuma Street, Unit 3 Denver CO 80223"
TREATMENTS UNLIMITED LLC,ALTITUDE EAST,403-01547,"2252 South Kalamath Street, Unit A",Denver,80223,Medical,"2252 South Kalamath Street, Unit A Denver CO 80223"
UNIQUEITMINDS INC,CHRONORADO,403-00486,400 South Lipan Street #15,Denver,80223,Medical,400 South Lipan Street #15 Denver CO 80223
UNIQUEITMINDS INC,CHRONORADO,403-01679,"400 South Lipan Street, #3 & 7",Denver,80223,Medical,"400 South Lipan Street, #3 & 7 Denver CO 80223"
UNIVERSAL HERBS LLC,,403-01457,1197 South Bannock Street,Denver,80223,Medical,1197 South Bannock Street Denver CO 80223
URBANE DEVELOPERS LLC,,403-01618,2185 South Jason Street,Denver,80223,Medical,2185 South Jason Street Denver CO 80223
WANNA LLC,,403-00047,1865 South Acoma,Denver,80223,Medical,1865 South Acoma Denver CO 80223
WANNA LLC,ALAMEDA WELLNESS CENTER,403R-00131,1865 South Acoma Street,Denver,80223,Retail,1865 South Acoma Street Denver CO 80223
WASH PARK BOUTIQUE LLC,LUCY SKY DISPENSARY,403-00379,366 Vallejo Street,Denver,80223,Medical,366 Vallejo Street Denver CO 80223
ZUNI WELLNESS CENTER LLC,THE LAB,403-00197,"2675 South Santa Fe Drive, Units 6C, 6D, 6E, 6F, 6G and 6H",Denver,80223,Medical,"2675 South Santa Fe Drive, Units 6C, 6D, 6E, 6F, 6G and 6H Denver CO 80223"
4625 EAST COLFAX LLC,THE CLINIC ON COLFAX,403R-00060,"2675 South Santa Fe Drive, Unit 6E, 6F, 6G",Denver,80222,Retail,"2675 South Santa Fe Drive, Unit 6E, 6F, 6G Denver CO 80222"
THREE LIONS CORP LLC,THREE LIONS CORP LLC,403-01511,1434 North Ulster Street,Denver,80220,Medical,1434 North Ulster Street Denver CO 80220
CAREGIVERS FOR LIFE LLC,,403-00451,"2744 West 4th Avenue, Unit 200",Denver,80219,Medical,"2744 West 4th Avenue, Unit 200 Denver CO 80219"
COLORADO COLITAS LLC,HERBAL REMEDIES,403-00985,5109 West Alameda Avenue,Denver,80219,Medical,5109 West Alameda Avenue Denver CO 80219
NATURES OWN WELLNESS CENTER,,403-00311,"2744 West 4th Avenue, Unit 202",Denver,80219,Medical,"2744 West 4th Avenue, Unit 202 Denver CO 80219"
NORTH FEDERAL LLC,THE GROVE,403-01314,74 North Federal Boulevard,Denver,80219,Medical,74 North Federal Boulevard Denver CO 80219
STONE T.M.C. LLC,THE STONE DISPENSARY,403-01271,4820 Morrison Road,Denver,80219,Medical,4820 Morrison Road Denver CO 80219
3-D DENVERS DISCREET DISPENSARY LLC,3D DISPENSARY AND/OR 3D CANNABIS CENTER,403-00114,4305 Brighton Blvd.,Denver,80216,Medical,4305 Brighton Blvd. Denver CO 80216
3-D DENVERS DISCREET DISPENSARY LLC,3D CANNABIS CENTER & 3D DISPENSARY,403R-00007,4305 Brighton Boulevard,Denver,80216,Retail,4305 Brighton Boulevard Denver CO 80216
5110 RACE LLC,THE SANCTUARY,403R-00003,2424 East 43rd Avenue,Denver,80216,Retail,2424 East 43rd Avenue Denver CO 80216
5110 RACE LLC,THE SANCTUARY,403-01487,5110 Race Street,Denver,80216,Medical,5110 Race Street Denver CO 80216
AJO HOLDINGS LLC,HIGH SOCIETY MEDICAL CANNABIS,403-01462,4335 Race Street,Denver,80216,Medical,4335 Race Street Denver CO 80216
ALTA PRAIRIE LLC,,403R-00058,4611 East 46th Avenue,Denver,80216,Retail,4611 East 46th Avenue Denver CO 80216
ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,403-01643,4990 Dahlia Street,Denver,80216,Medical,4990 Dahlia Street Denver CO 80216
AMERICAN INDUSTRY LLC,DENVER DAM,403R-00555,4571 Ivy Street,Denver,80216,Retail,4571 Ivy Street Denver CO 80216
ARTISTANT DISPENSARY CENTER INC,LIVWELL,403-00921,5141 Franklin Street,Denver,80216,Medical,5141 Franklin Street Denver CO 80216
BALLPARK HOLISTIC DISPENSARY LLC,BALLPARK HOLISTIC DISPENSARY,403R-00335,"4228 North York Street, #102, 103, 105",Denver,80216,Retail,"4228 North York Street, #102, 103, 105 Denver CO 80216"
BALLPARK HOLISTIC DISPENSARY LLC,Ballpark Holistic Dispensary,403-00262,"4228 York Street, Units 102, 103 & 105",Denver,80216,Medical,"4228 York Street, Units 102, 103 & 105 Denver CO 80216"
BOTANICO INC,BOTANICO INC,403R-00067,4668 Glencoe Street,Denver,80216,Retail,4668 Glencoe Street Denver CO 80216
CAREGIVERS FOR LIFE LLC,,403R-00109,4900 Jackson Street,Denver,80216,Retail,4900 Jackson Street Denver CO 80216
CG INDUSTRY LLC,CROSS GENETICS,403-01350,"4902 East Smith Road, Unit C",Denver,80216,Medical,"4902 East Smith Road, Unit C Denver CO 80216"
CITI-MED LLC,STARBUDS,403-00256,"4228 North York Street, Unit 101",Denver,80216,Medical,"4228 North York Street, Unit 101 Denver CO 80216"
COLORADO HEALTH CONSULTANTS LLC,STARBUDS,403R-00026,4690 Brighton Boulevard,Denver,80216,Retail,4690 Brighton Boulevard Denver CO 80216
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403-00162,5194 Washington Street,Denver,80216,Medical,5194 Washington Street Denver CO 80216
COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,403-00064,"4228 North York Street, Units 104, 106 & 107",Denver,80216,Medical,"4228 North York Street, Units 104, 106 & 107 Denver CO 80216"
COMPASSIONATE CARE GIVERS INC,,403R-00085,"4228 York Street, Unit 104",Denver,80216,Retail,"4228 York Street, Unit 104 Denver CO 80216"
COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,403-00066,"4228 York Street, Units 104, 106 & 107",Denver,80216,Medical,"4228 York Street, Units 104, 106 & 107 Denver CO 80216"
COMPASSIONATE CARE GIVERS INC,THE CANNABIS STATION,403-00065,"4237 Josephine Street, Unit 102 & 103",Denver,80216,Medical,"4237 Josephine Street, Unit 102 & 103 Denver CO 80216"
COMPASSIONATE CARE GIVERS INC,,403R-00086,"4237 Josephine Street, Units 102-103",Denver,80216,Retail,"4237 Josephine Street, Units 102-103 Denver CO 80216"
COMPASSIONATE CARE GIVERS INC,,403R-00088,6666 East Stapleton Drive South,Denver,80216,Retail,6666 East Stapleton Drive South Denver CO 80216
DENCO LLC,,403-01355,4300 East 51st Avenue,Denver,80216,Medical,4300 East 51st Avenue Denver CO 80216
DENVER PACKAGING COMPANY,,403-01423,5100 Cook Street,Denver,80216,Medical,5100 Cook Street Denver CO 80216
DKC LLC,DENVER KUSH CLUB,403R-00031,4960 Jackson Street,Denver,80216,Retail,4960 Jackson Street Denver CO 80216
DKC LLC,DENVER KUSH CLUB,403-00806,4960 North Jackson Street,Denver,80216,Medical,4960 North Jackson Street Denver CO 80216
DR J's LLC,DR J's LLC,403-01471,"3850 East 48th Avenue, Unit E",Denver,80216,Medical,"3850 East 48th Avenue, Unit E Denver CO 80216"
EC LABS LLC,ENDOCANNA,403-01580,"4300 Forest Street, Suite 150",Denver,80216,Medical,"4300 Forest Street, Suite 150 Denver CO 80216"
EVOLUTIONARY HOLDINGS LLC,ELEMENT FOUR20,403-00566,"5231 Monroe Street, Unit 200",Denver,80216,Medical,"5231 Monroe Street, Unit 200 Denver CO 80216"
FL89 LLC,FROSTED LEAF,403-01631,4935 Pearl Street,Denver,80216,Medical,4935 Pearl Street Denver CO 80216
GRAND TRAVERSE HOLDINGS LLC,,403-01651,4420 & 4430 Garfield Street,Denver,80216,Medical,4420 & 4430 Garfield Street Denver CO 80216
GREEN AROUND YOU LLC,GREEN AOUND YOU - A MEDICAL MARIJUANA DISPENSARY,403-00089,"3850 East 48th Avenue, Unit 3",Denver,80216,Medical,"3850 East 48th Avenue, Unit 3 Denver CO 80216"
GREEN AROUND YOU LLC,,403-01411,4840 Jackson Street,Denver,80216,Medical,4840 Jackson Street Denver CO 80216
GREEN CROSS COLORADO LLC,,403-00673,"660 Bryant Street, Unit #102",Denver,80216,Medical,"660 Bryant Street, Unit #102 Denver CO 80216"
GREEN CROSS LLC,GREEN CROSS OF CHERRY CREEK,403-00212,5225 Monroe Street,Denver,80216,Medical,5225 Monroe Street Denver CO 80216
GREEN FIELDS LLC,GREENFIELDS,403-01317,4802 Brighton Boulevard,Denver,80216,Medical,4802 Brighton Boulevard Denver CO 80216
GREEN GARDENS LLC,GREEN FIELDS,403-01678,"4800 Brighton Boulevard, Unit 102-B",Denver,80216,Medical,"4800 Brighton Boulevard, Unit 102-B Denver CO 80216"
GREENWERKZ LLC,,403R-00120,3615 Delgany Street Unit A,Denver,80216,Retail,3615 Delgany Street Unit A Denver CO 80216
GREENWERKZ LLC,,403-00229,"3615 Delgany Street,Unit A",Denver,80216,Medical,"3615 Delgany Street,Unit A Denver CO 80216"
INFUZIONZ LLC,NECTAR BEE,403R-00021,4394 Grape Street,Denver,80216,Retail,4394 Grape Street Denver CO 80216
IVXX INFUZIONZ LLC,INFUZIONZ,403-01385,5285-5305 Steele Street,Denver,80216,Medical,5285-5305 Steele Street Denver CO 80216
KIRKE LLC,THE HEMP CENTER COLORADO SPRINGS,403-00892,4570 Jason Street,Denver,80216,Medical,4570 Jason Street Denver CO 80216
LITTLE BROWN HOUSE DISPENSARY,LITTLE BROWN HOUSE,403-01529,"4425 East 46th Avenue, Suite A",Denver,80216,Medical,"4425 East 46th Avenue, Suite A Denver CO 80216"
LITTLE BROWN HOUSE DISPENSARY,LITTLE BROWN HOUSE,403-01602,"4425 East 46th Avenue, Unit A",Denver,80216,Medical,"4425 East 46th Avenue, Unit A Denver CO 80216"
LOTUS MEDICAL LLC,,403-00474,4950 East 41st Avenue,Denver,80216,Medical,4950 East 41st Avenue Denver CO 80216
LYONS LAKE CORP,,403R-00055,4209 Delaware Street,Denver,80216,Retail,4209 Delaware Street Denver CO 80216
MGI INC,KINDMAN,403R-00009,4125 Elati Street,Denver,80216,Retail,4125 Elati Street Denver CO 80216
MGI INC,KINDMAN,403R-00008,4715 Colorado Blvd.,Denver,80216,Retail,4715 Colorado Blvd. Denver CO 80216
MMST LLC,WS EL JEFE,403-01499,4260 Kearney Street,Denver,80216,Medical,4260 Kearney Street Denver CO 80216
MOUNTAIN GIRL LPT INC,,403R-00520,794 East 51st Avenue,Denver,80216,Retail,794 East 51st Avenue Denver CO 80216
NATURES CURE LLC,,403R-00135,"4425 East 46th Avenue, Room 2, Suite A",Denver,80216,Retail,"4425 East 46th Avenue, Room 2, Suite A Denver CO 80216"
NATURES CURE LLC,,403-01584,"4425 East 46th Avenue, Suite A Room 1",Denver,80216,Medical,"4425 East 46th Avenue, Suite A Room 1 Denver CO 80216"
NORTHERN LIGHTS NATURALS LLC,NORTHERN LIGHTS CANNABIS CO.,403R-00052,"835 E 50th Ave, Suite A-B",Denver,80216,Retail,"835 E 50th Ave, Suite A-B Denver CO 80216"
NORTHERN LIGHTS NATURALS LLC,NORTHERN LIGHTS CANNABIS CO.,403-00390,"835 East 50th Avenue, Suites A-B",Denver,80216,Medical,"835 East 50th Avenue, Suites A-B Denver CO 80216"
P&C EXPRESS LLC,,403-00245,"4237 Josephine Street, Units 102 & 103",Denver,80216,Medical,"4237 Josephine Street, Units 102 & 103 Denver CO 80216"
PEAK HOLDINGS GROUP LLC,PEAK,403-00618,4880 East 41st Avenue,Denver,80216,Medical,4880 East 41st Avenue Denver CO 80216
PHYSICIAN PREFERRED PRODUCTS LLC,,403-01568,4080 Globeville Road,Denver,80216,Medical,4080 Globeville Road Denver CO 80216
PLATTE VALLEY DISPENSARY LLC,,403-00032,3926 Race Street,Denver,80216,Medical,3926 Race Street Denver CO 80216
REVTEC LLC,,403-01513,2640 East 43rd Avenue,Denver,80216,Medical,2640 East 43rd Avenue Denver CO 80216
RME GROUP LLC,ORGANICA,403-00415,4155 Grape Street,Denver,80216,Medical,4155 Grape Street Denver CO 80216
ROCKY MOUNTAIN HIGH PAIN MANAGEMENT INC,,403-00061,"4237 Josephine Street, Unit 102",Denver,80216,Medical,"4237 Josephine Street, Unit 102 Denver CO 80216"
ROCKY MOUNTAIN RETAIL MANAGEMENT LLC,ROCKY MOUNTAIN HIGH,403-01429,4228 York Street,Denver,80216,Medical,4228 York Street Denver CO 80216
SECRET MINT COMPANY,SECRET MINT COMPANY,403-01417,"4900 Acoma Street, Unit C",Denver,80216,Medical,"4900 Acoma Street, Unit C Denver CO 80216"
SIMPLY PURE COLORADO LLC,SIMPLY PURE,403-01645,4694 North Glencoe Street,Denver,80216,Medical,4694 North Glencoe Street Denver CO 80216
STANDING AKIMBO LLC,,403-01101,835 East 50th Avenue,Denver,80216,Medical,835 East 50th Avenue Denver CO 80216
TDM LLC,TREES,403-01682,4140 York Street,Denver,80216,Medical,4140 York Street Denver CO 80216
THE GENETIC LOCKER INC,TERRAPIN CARE STATION,403R-00230,5140 North Clarkson Street,Denver,80216,Retail,5140 North Clarkson Street Denver CO 80216
THE TEA POT LLC,PINK HOUSE MILE HIGH,403-00081,2121 East 44th Avenue,Denver,80216,Medical,2121 East 44th Avenue Denver CO 80216
TREE OF WELLNESS INC,,403-00664,3303 East 42nd Avenue,Denver,80216,Medical,3303 East 42nd Avenue Denver CO 80216
TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,403-00644,3301 East 42nd Avenue,Denver,80216,Medical,3301 East 42nd Avenue Denver CO 80216
TWOG FEDERAL LLC,BUDDY BOY,403-00373,5040 York Street,Denver,80216,Medical,5040 York Street Denver CO 80216
TWOG FEDERAL LLC,TWOG FEDERAL LLC,403-01586,5050 York Street,Denver,80216,Medical,5050 York Street Denver CO 80216
TWOG WALNUT LLC,BUDDY BOY,403-01103,4501 Wynkoop Street,Denver,80216,Medical,4501 Wynkoop Street Denver CO 80216
VITA MEDS LLC,MR NICE GUYS,403-01627,4359 Claude Court,Denver,80216,Medical,4359 Claude Court Denver CO 80216
BEDDOR CLAUDE LLC,CHRONIC THERAPY,403R-00287,10030 West 27th Avenue,Wheat Ridge,80215,Retail,10030 West 27th Avenue Wheat Ridge CO 80215
KIND PAIN MANAGEMENT INC.,KIND PAIN MANAGEMENT,403-00957,2636 Youngfield Street,Lakewood,80215,Medical,2636 Youngfield Street Lakewood CO 80215
BERKELEY MMC LLC,TRU CANNABIS BERKELEY,403-00216,4103 Sheridan Boulevard,Mountain View,80212,Medical,4103 Sheridan Boulevard Mountain View CO 80212
MEDICINAL WELLNESS CENTER LLC,,403-00833,"5195 East 39th Avenue, Unit 102",Denver,80212,Medical,"5195 East 39th Avenue, Unit 102 Denver CO 80212"
AJS EVANS LLC,SWEET LEAF,403-01564,1011 West 45th Avenue,Denver,80211,Medical,1011 West 45th Avenue Denver CO 80211
ALIVE HERBAL MEDICINE,,403-00633,4573 Pecos Street,Denver,80211,Medical,4573 Pecos Street Denver CO 80211
COMPASSIONATE ENTERPRISES LLC,THE CLINIC ON WADSWORTH,403-00482,1127 West 46th Avenue,Denver,80211,Medical,1127 West 46th Avenue Denver CO 80211
GREEN LEAF LLC,,403-00014,"1441 West 46th Avenue, Units 1, 2 & 3",Denver,80211,Medical,"1441 West 46th Avenue, Units 1, 2 & 3 Denver CO 80211"
GREEN LEAF LLC,,403-01361,"1441 West 46th Avenue, Units 20, 21 & 22",Denver,80211,Medical,"1441 West 46th Avenue, Units 20, 21 & 22 Denver CO 80211"
HERBAL ALTERNATIVES LLC,SUNNYSIDE DISPENSARY,403-01613,4755 Lipan Street,Denver,80211,Medical,4755 Lipan Street Denver CO 80211
HOLLY MEDICINAL SERVICES LLC,THE CLINIC ALTERNATIVE MEDICINE DBA THE CLINIC,403-00198,1127 West 46th Ave,Denver,80211,Medical,1127 West 46th Ave Denver CO 80211
JPJR AND ASSOCIATES,,403R-00092,4590 Jason Street,Denver,80211,Retail,4590 Jason Street Denver CO 80211
JPJR AND ASSOCIATES,STASH HOUSE,403-01694,4707 Lipan Street,Denver,80211,Medical,4707 Lipan Street Denver CO 80211
LYONS FINEST CONFIDENTIAL CARE LLC,,403-00632,"1441 West 46th Avenue, Unit 6",Denver,80211,Medical,"1441 West 46th Avenue, Unit 6 Denver CO 80211"
URBAN HEALTH & WELLNESS INC,URBAN DISPENSARY,403-00730,4090 North Jason Street,Denver,80211,Medical,4090 North Jason Street Denver CO 80211
VITA MEDS LLC,MR NICE GUYS,403-01674,4421 Inca Street,Denver,80211,Medical,4421 Inca Street Denver CO 80211
CO-AGRONOMICS LLC,THE GREEN DEPOT,403-01089,2020 South Broadway,Denver,80210,Medical,2020 South Broadway Denver CO 80210
HOBBY FARMS LLC,A CUT ABOVE,403-00686,1911 South Broadway,Denver,80210,Medical,1911 South Broadway Denver CO 80210
COLORADO HEALING LLC,HEADQUARTERS,403-01340,5227 Monroe Street,Denver,80209,Medical,5227 Monroe Street Denver CO 80209
5B1S LLC,1859,403R-00561,3880 Holly Street,Denver,80207,Retail,3880 Holly Street Denver CO 80207
BIOCARE INC,PINK HOUSE PEORIA CROSSING,403-01272,4925 East 38th Avenue,Denver,80207,Medical,4925 East 38th Avenue Denver CO 80207
GREEN KIWI 1 LLC,FLAVORED ESSENTIALS,403-00020,3955 Oneida Street,Denver,80207,Medical,3955 Oneida Street Denver CO 80207
HERBAL HEALTH LLC,LOCAL PRODUCT OF COLORADO,403-01018,3930 Holly Street,Denver,80207,Medical,3930 Holly Street Denver CO 80207
JGB VENTURES LLC,DANK LLC,403R-00004,"3835 Elm Street, Unit B & C",Denver,80207,Retail,"3835 Elm Street, Unit B & C Denver CO 80207"
JGB VENTURES LLC,DANK LLC,403-00013,"3835 Elm Street, Units B & C",Denver,80207,Medical,"3835 Elm Street, Units B & C Denver CO 80207"
MEDICINAL WELLNESS CENTER LLC,,403-01522,5005 E. 39th Avenue,Denver,80207,Medical,5005 E. 39th Avenue Denver CO 80207
NATURE MED INC,KIND-MEDS,403-01491,"5105 East 38th Avenue, Unit 104",Denver,80207,Medical,"5105 East 38th Avenue, Unit 104 Denver CO 80207"
PEARL CENTER LLC,PINK HOUSE PEARL,403-00502,"4925 East 38th Avenue, Unit 105",Denver,80207,Medical,"4925 East 38th Avenue, Unit 105 Denver CO 80207"
WALKING RAVEN LLC,,403R-00072,3936 Niagara Street,Denver,80207,Retail,3936 Niagara Street Denver CO 80207
CITI-MED LLC,STARBUDS,403R-00027,"4228 York Street, #101",Denver,80205,Retail,"4228 York Street, #101 Denver CO 80205"
COLORADOS BEST INC,LACONTES CLONE BAR + DISPENSARY,403-00160,"3887 North Steele Street, Unit 102",Denver,80205,Medical,"3887 North Steele Street, Unit 102 Denver CO 80205"
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403R-00248,"3887 Steele Street, Unit 102",Denver,80205,Retail,"3887 Steele Street, Unit 102 Denver CO 80205"
IVITA WELLNESS LLC,IVITA,403-01395,"1660 E. 40th Avenue, Unit A",Denver,80205,Medical,"1660 E. 40th Avenue, Unit A Denver CO 80205"
KTA LLC,HIGH ST CANNABIS STATION,403-01591,3944 High Street,Denver,80205,Medical,3944 High Street Denver CO 80205
MEDICAL CANNABIS COLORADO LLC,CURE COLORADO,403-01091,3930 Blake Street,Denver,80205,Medical,3930 Blake Street Denver CO 80205
MILE HIGH MEDICAL LLC,MMJ AMERICA UPTOWN,403-01398,2042 Arapahoe Street,Denver,80205,Medical,2042 Arapahoe Street Denver CO 80205
TWOG WALNUT LLC,BUDDY BOY,403R-00432,3814 Walnut,Denver,80205,Retail,3814 Walnut Denver CO 80205
TWOG WALNUT LLC,BUDDY BOY,403-00167,3814 Walnut Street,Denver,80205,Medical,3814 Walnut Street Denver CO 80205
WESTERN SLOPE CAREGIVERS LLC,,403-00667,3244 Walnut Street,Denver,80205,Medical,3244 Walnut Street Denver CO 80205
3B FEDERAL1 LLC,BUDDY BOY,403-01141,777 Umatilla Street,Denver,80204,Medical,777 Umatilla Street Denver CO 80204
ALCC LLC,NEXT HARVEST WELLNESS,403R-00181,750 Canosa Court,Denver,80204,Retail,750 Canosa Court Denver CO 80204
ALCC LLC,NEXT HARVEST WELLNESS,403-00555,750 North Canosa Court,Denver,80204,Medical,750 North Canosa Court Denver CO 80204
ALLGREENS,ALLGREENS,403-00002,762 / 764 Kalamath Street,Denver,80204,Medical,762 / 764 Kalamath Street Denver CO 80204
ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,403R-00032,680 Lipan Street,Denver,80204,Retail,680 Lipan Street Denver CO 80204
ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,403-00626,"680 Lipan Street, Suite 101",Denver,80204,Medical,"680 Lipan Street, Suite 101 Denver CO 80204"
ANNIES TOBACCO EMPORIUM LLC,ANNIE?S DISPENSARY,403-00602,"695 Bryant Street, Unit 500",Denver,80204,Medical,"695 Bryant Street, Unit 500 Denver CO 80204"
BOULDER COUNTY CAREGIVERS LLC,,403-01488,"695 Bryant, Unit 700",Denver,80204,Medical,"695 Bryant, Unit 700 Denver CO 80204"
GREEN CROSS COLORADO LLC,,403R-00112,"660 Bryant Street, Unit 102",Denver,80204,Retail,"660 Bryant Street, Unit 102 Denver CO 80204"
GREEN GRASS LLC,GREEN GRASS LLC,403R-00084,670 Bryant Street,Denver,80204,Retail,670 Bryant Street Denver CO 80204
GREEN GRASS LLC,,403-00459,670 North Bryant Street,Denver,80204,Medical,670 North Bryant Street Denver CO 80204
GREEN MEDICALS INC,GREEN DOOR WELLNESS CENTER#2,403-01107,"777 Umatilla Street, Suite E",Denver,80204,Medical,"777 Umatilla Street, Suite E Denver CO 80204"
GREEN MOUNTAIN CARE GROUP LLC,GREEN MOUNTAIN CARE,403-00263,"777 Canosa Court, Unit 101",Denver,80204,Medical,"777 Canosa Court, Unit 101 Denver CO 80204"
GREENWERKZ LLC,,403-00228,830 North Wyandot Street,Denver,80204,Medical,830 North Wyandot Street Denver CO 80204
